batting_team,bowling_team,city,target_score,current_score,balls_left,wickets_left,crr,rrr,toss_winner,toss_decision,powerplay,recent_performance,result
Gujarat Titans,Kolkata Knight Riders,Lucknow,150,73,65,7,7.96,7.11,Gujarat Titans,bat,0,63,1
Rajasthan Royals,Royal Challengers Bangalore,Lucknow,193,135,49,4,11.41,7.1,Rajasthan Royals,field,0,46,1
Royal Challengers Bangalore,Lucknow Super Giants,Ahmedabad,208,121,48,7,10.08,10.88,Lucknow Super Giants,bat,0,43,1
Mumbai Indians,Chennai Super Kings,Bangalore,220,135,47,9,11.1,10.85,Mumbai Indians,field,0,26,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,212,58,84,10,9.67,11.0,Kolkata Knight Riders,field,0,58,1
Chennai Super Kings,Royal Challengers Bangalore,Delhi,181,117,50,8,10.03,7.68,Chennai Super Kings,bat,0,61,1
Punjab Kings,Lucknow Super Giants,Jaipur,183,173,6,5,9.11,10.0,Punjab Kings,field,0,43,1
Gujarat Titans,Kolkata Knight Riders,Lucknow,183,117,20,10,7.02,19.8,Gujarat Titans,field,0,34,1
Punjab Kings,Chennai Super Kings,Mumbai,196,83,51,4,7.22,13.29,Chennai Super Kings,field,0,40,1
Delhi Capitals,Mumbai Indians,Chandigarh,222,186,27,6,12.0,8.0,Mumbai Indians,bat,0,61,1
Mumbai Indians,Rajasthan Royals,Lucknow,219,218,17,2,12.7,0.35,Mumbai Indians,bat,0,36,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Lucknow,154,136,30,2,9.07,3.6,Sunrisers Hyderabad,field,0,56,1
Lucknow Super Giants,Gujarat Titans,Hyderabad,149,79,39,10,5.85,10.77,Gujarat Titans,field,0,45,1
Mumbai Indians,Lucknow Super Giants,Ahmedabad,225,219,11,6,12.06,3.27,Mumbai Indians,field,0,32,1
Punjab Kings,Kolkata Knight Riders,Delhi,198,197,8,9,10.55,0.75,Kolkata Knight Riders,field,0,63,1
Delhi Capitals,Lucknow Super Giants,Chennai,157,71,45,4,5.68,11.47,Lucknow Super Giants,field,0,55,1
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,199,125,48,8,10.42,9.25,Rajasthan Royals,field,0,64,1
Mumbai Indians,Lucknow Super Giants,Chennai,229,152,27,4,9.81,17.11,Mumbai Indians,field,0,28,0
Mumbai Indians,Rajasthan Royals,Bangalore,225,103,63,9,10.84,11.62,Mumbai Indians,field,0,26,1
Mumbai Indians,Delhi Capitals,Jaipur,194,80,50,9,6.86,13.68,Delhi Capitals,bat,0,37,1
Sunrisers Hyderabad,Lucknow Super Giants,Jaipur,152,88,57,3,8.38,6.74,Sunrisers Hyderabad,bat,0,63,1
Royal Challengers Bangalore,Punjab Kings,Kolkata,185,69,60,5,6.9,11.6,Royal Challengers Bangalore,field,0,40,1
Gujarat Titans,Rajasthan Royals,Chennai,149,50,83,7,8.11,7.16,Rajasthan Royals,bat,0,50,1
Delhi Capitals,Gujarat Titans,Lucknow,188,52,81,9,8.0,10.07,Delhi Capitals,field,0,52,1
Chennai Super Kings,Royal Challengers Bangalore,Hyderabad,164,88,66,6,9.78,6.91,Royal Challengers Bangalore,field,0,33,1
Rajasthan Royals,Chennai Super Kings,Bangalore,154,62,57,3,5.9,9.68,Rajasthan Royals,field,0,61,0
Mumbai Indians,Royal Challengers Bangalore,Mumbai,182,139,39,4,10.3,6.62,Mumbai Indians,bat,0,48,1
Delhi Capitals,Lucknow Super Giants,Chandigarh,150,106,12,9,5.89,22.0,Lucknow Super Giants,bat,0,28,0
Rajasthan Royals,Sunrisers Hyderabad,Jaipur,211,198,8,5,10.61,9.75,Rajasthan Royals,bat,0,34,1
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow,196,94,71,10,11.51,8.62,Royal Challengers Bangalore,bat,0,30,1
Sunrisers Hyderabad,Punjab Kings,Delhi,144,33,86,8,5.82,7.74,Punjab Kings,field,1,33,1
Delhi Capitals,Sunrisers Hyderabad,Kolkata,159,147,4,1,7.6,18.0,Delhi Capitals,field,0,42,0
Delhi Capitals,Mumbai Indians,Hyderabad,201,200,4,8,10.34,1.5,Mumbai Indians,field,0,62,1
Chennai Super Kings,Kolkata Knight Riders,Delhi,152,62,71,10,7.59,7.61,Chennai Super Kings,bat,0,38,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,150,111,14,8,6.28,16.71,Kolkata Knight Riders,field,0,53,0
Sunrisers Hyderabad,Rajasthan Royals,Chennai,206,205,7,1,10.88,0.86,Sunrisers Hyderabad,field,0,64,1
Delhi Capitals,Royal Challengers Bangalore,Bangalore,164,96,42,9,7.38,9.71,Royal Challengers Bangalore,bat,0,39,1
Gujarat Titans,Lucknow Super Giants,Jaipur,177,56,68,6,6.46,10.68,Gujarat Titans,field,0,42,1
Chennai Super Kings,Delhi Capitals,Mumbai,209,208,6,6,10.95,1.0,Delhi Capitals,bat,0,64,1
Rajasthan Royals,Delhi Capitals,Lucknow,184,122,48,8,10.17,7.75,Delhi Capitals,field,0,64,1
Sunrisers Hyderabad,Mumbai Indians,Delhi,179,134,41,10,10.18,6.59,Sunrisers Hyderabad,field,0,43,1
Royal Challengers Bangalore,Punjab Kings,Jaipur,219,123,33,10,8.48,17.45,Royal Challengers Bangalore,field,0,37,1
Mumbai Indians,Kolkata Knight Riders,Delhi,184,104,30,1,6.93,16.0,Kolkata Knight Riders,bat,0,51,0
Delhi Capitals,Sunrisers Hyderabad,Jaipur,177,77,74,6,10.04,8.11,Delhi Capitals,field,0,55,1
Royal Challengers Bangalore,Mumbai Indians,Ahmedabad,162,35,90,7,7.0,8.47,Royal Challengers Bangalore,bat,1,35,1
Rajasthan Royals,Lucknow Super Giants,Bangalore,178,63,77,7,8.79,8.96,Rajasthan Royals,bat,0,37,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Kolkata,151,28,90,7,5.6,8.2,Royal Challengers Bangalore,bat,1,28,1
Mumbai Indians,Royal Challengers Bangalore,Chandigarh,156,53,80,9,7.95,7.72,Royal Challengers Bangalore,field,0,48,1
Lucknow Super Giants,Rajasthan Royals,Jaipur,174,64,79,8,9.37,8.35,Lucknow Super Giants,field,0,34,1
Mumbai Indians,Punjab Kings,Chandigarh,202,126,56,4,11.81,8.14,Punjab Kings,field,0,53,1
Lucknow Super Giants,Chennai Super Kings,Jaipur,161,109,9,7,5.89,34.67,Lucknow Super Giants,field,0,51,0
Punjab Kings,Lucknow Super Giants,Mumbai,203,163,29,5,10.75,8.28,Punjab Kings,field,0,25,1
Sunrisers Hyderabad,Mumbai Indians,Chennai,161,128,36,9,9.14,5.5,Mumbai Indians,field,0,53,1
Lucknow Super Giants,Gujarat Titans,Mumbai,215,170,25,8,10.74,10.8,Gujarat Titans,bat,0,36,1
Rajasthan Royals,Punjab Kings,Ahmedabad,146,37,84,10,6.17,7.79,Rajasthan Royals,bat,0,37,1
Punjab Kings,Mumbai Indians,Jaipur,171,97,23,1,6.0,19.3,Punjab Kings,bat,0,58,0
Chennai Super Kings,Kolkata Knight Riders,Chandigarh,185,99,50,7,8.49,10.32,Kolkata Knight Riders,bat,0,37,1
Rajasthan Royals,Lucknow Super Giants,Hyderabad,178,125,45,7,10.0,7.07,Lucknow Super Giants,field,0,38,1
Rajasthan Royals,Chennai Super Kings,Jaipur,223,190,33,8,13.1,6.0,Rajasthan Royals,field,0,52,1
Mumbai Indians,Gujarat Titans,Delhi,160,148,11,6,8.15,6.55,Gujarat Titans,field,0,30,1
Lucknow Super Giants,Royal Challengers Bangalore,Jaipur,158,60,66,8,6.67,8.91,Lucknow Super Giants,bat,0,60,1
Rajasthan Royals,Sunrisers Hyderabad,Delhi,154,87,26,8,5.55,15.46,Rajasthan Royals,bat,0,49,1
Sunrisers Hyderabad,Gujarat Titans,Delhi,163,78,59,4,7.67,8.64,Gujarat Titans,bat,0,51,1
Gujarat Titans,Mumbai Indians,Delhi,211,87,77,10,12.14,9.66,Mumbai Indians,bat,0,32,1
Rajasthan Royals,Sunrisers Hyderabad,Bangalore,218,136,51,9,11.83,9.65,Rajasthan Royals,field,0,27,1
Punjab Kings,Kolkata Knight Riders,Kolkata,203,111,65,7,12.11,8.49,Punjab Kings,bat,0,44,1
Mumbai Indians,Sunrisers Hyderabad,Chennai,185,82,50,5,7.03,12.36,Mumbai Indians,field,0,41,1
Lucknow Super Giants,Royal Challengers Bangalore,Lucknow,223,101,53,5,9.04,13.81,Royal Challengers Bangalore,bat,0,46,1
Royal Challengers Bangalore,Lucknow Super Giants,Lucknow,141,82,21,10,4.97,16.86,Royal Challengers Bangalore,field,0,42,1
Chennai Super Kings,Delhi Capitals,Jaipur,203,108,56,4,10.12,10.18,Chennai Super Kings,field,0,56,1
Lucknow Super Giants,Sunrisers Hyderabad,Chandigarh,150,133,30,10,8.87,3.4,Lucknow Super Giants,bat,0,32,1
Sunrisers Hyderabad,Punjab Kings,Kolkata,150,69,48,3,5.75,10.12,Punjab Kings,field,0,36,0
Punjab Kings,Sunrisers Hyderabad,Delhi,185,69,78,7,9.86,8.92,Sunrisers Hyderabad,bat,0,34,1
Kolkata Knight Riders,Royal Challengers Bangalore,Hyderabad,179,33,90,7,6.6,9.73,Kolkata Knight Riders,field,1,33,1
Rajasthan Royals,Gujarat Titans,Chennai,172,170,14,10,9.62,0.86,Rajasthan Royals,field,0,50,1
Mumbai Indians,Royal Challengers Bangalore,Hyderabad,161,76,62,5,7.86,8.23,Royal Challengers Bangalore,bat,0,39,1
Delhi Capitals,Mumbai Indians,Kolkata,183,45,81,8,6.92,10.22,Mumbai Indians,field,0,30,1
Chennai Super Kings,Delhi Capitals,Mumbai,148,138,9,4,7.46,6.67,Delhi Capitals,field,0,36,1
Kolkata Knight Riders,Delhi Capitals,Chennai,147,119,8,7,6.38,21.0,Delhi Capitals,bat,0,31,0
Chennai Super Kings,Rajasthan Royals,Chennai,223,160,42,5,12.31,9.0,Rajasthan Royals,bat,0,50,1
Royal Challengers Bangalore,Chennai Super Kings,Hyderabad,142,42,87,7,7.64,6.9,Chennai Super Kings,bat,1,35,1
Punjab Kings,Lucknow Super Giants,Lucknow,221,66,85,8,11.31,10.94,Punjab Kings,bat,1,49,1
Chennai Super Kings,Sunrisers Hyderabad,Kolkata,184,151,37,8,10.92,5.35,Chennai Super Kings,field,0,60,1
Mumbai Indians,Sunrisers Hyderabad,Kolkata,184,71,75,6,9.47,9.04,Sunrisers Hyderabad,bat,0,42,1
Chennai Super Kings,Kolkata Knight Riders,Delhi,209,139,28,5,9.07,15.0,Kolkata Knight Riders,bat,0,27,1
Mumbai Indians,Punjab Kings,Lucknow,213,84,56,6,7.88,13.82,Mumbai Indians,bat,0,39,1
Royal Challengers Bangalore,Sunrisers Hyderabad,Delhi,146,100,50,5,8.57,5.52,Royal Challengers Bangalore,field,0,48,1
Kolkata Knight Riders,Delhi Capitals,Bangalore,159,106,36,7,7.57,8.83,Kolkata Knight Riders,field,0,56,1
Mumbai Indians,Gujarat Titans,Ahmedabad,175,44,88,9,8.25,8.93,Mumbai Indians,field,1,26,1
Punjab Kings,Chennai Super Kings,Delhi,218,202,12,5,11.22,8.0,Chennai Super Kings,field,0,36,1
Chennai Super Kings,Rajasthan Royals,Chennai,142,111,36,3,7.93,5.17,Rajasthan Royals,bat,0,57,1
Mumbai Indians,Rajasthan Royals,Bangalore,165,129,28,4,8.41,7.71,Mumbai Indians,field,0,38,1
Gujarat Titans,Rajasthan Royals,Bangalore,217,151,46,6,12.24,8.61,Rajasthan Royals,field,0,38,1
Royal Challengers Bangalore,Lucknow Super Giants,Chennai,228,130,33,4,8.97,17.82,Lucknow Super Giants,bat,0,49,0
Sunrisers Hyderabad,Kolkata Knight Riders,Mumbai,167,51,68,6,5.88,10.24,Sunrisers Hyderabad,bat,0,25,1
Rajasthan Royals,Sunrisers Hyderabad,Ahmedabad,179,145,38,7,10.61,5.37,Sunrisers Hyderabad,field,0,55,1
Sunrisers Hyderabad,Chennai Super Kings,Kolkata,150,104,14,5,5.89,19.71,Chennai Super Kings,field,0,34,0
Chennai Super Kings,Rajasthan Royals,Hyderabad,149,100,32,2,6.82,9.19,Chennai Super Kings,field,0,44,1
Delhi Capitals,Lucknow Super Giants,Chandigarh,182,134,8,2,7.18,36.0,Lucknow Super Giants,field,0,44,0
Royal Challengers Bangalore,Punjab Kings,Chandigarh,167,40,87,10,7.27,8.76,Punjab Kings,field,1,36,1
Mumbai Indians,Delhi Capitals,Chennai,176,158,23,3,9.77,4.7,Delhi Capitals,bat,0,52,1
Gujarat Titans,Sunrisers Hyderabad,Jaipur,218,119,42,7,9.15,14.14,Gujarat Titans,bat,0,26,1
Rajasthan Royals,Sunrisers Hyderabad,Hyderabad,212,97,44,7,7.66,15.68,Sunrisers Hyderabad,field,0,25,0
Royal Challengers Bangalore,Punjab Kings,Jaipur,174,75,51,6,6.52,11.65,Punjab Kings,bat,0,57,1
Rajasthan Royals,Delhi Capitals,Hyderabad,190,47,87,9,8.55,9.86,Rajasthan Royals,bat,1,47,1
Delhi Capitals,Rajasthan Royals,Ahmedabad,182,49,89,10,9.48,8.97,Delhi Capitals,bat,1,49,1
Royal Challengers Bangalore,Punjab Kings,Mumbai,195,106,45,9,8.48,11.87,Royal Challengers Bangalore,bat,0,62,1
Kolkata Knight Riders,Rajasthan Royals,Jaipur,223,58,80,6,8.7,12.38,Rajasthan Royals,bat,0,32,1
Lucknow Super Giants,Royal Challengers Bangalore,Chandigarh,224,66,82,6,10.42,11.56,Royal Challengers Bangalore,field,0,29,1
Punjab Kings,Mumbai Indians,Lucknow,225,109,68,10,12.58,10.24,Punjab Kings,field,0,50,1
Delhi Capitals,Rajasthan Royals,Hyderabad,182,111,31,9,7.48,13.74,Delhi Capitals,bat,0,50,1
Chennai Super Kings,Royal Challengers Bangalore,Chandigarh,147,91,15,10,5.2,22.4,Royal Challengers Bangalore,bat,0,32,0
Sunrisers Hyderabad,Lucknow Super Giants,Chandigarh,185,136,11,10,7.49,26.73,Sunrisers Hyderabad,field,0,40,1
Punjab Kings,Kolkata Knight Riders,Chennai,192,106,32,2,7.23,16.12,Punjab Kings,bat,0,52,0
Punjab Kings,Royal Challengers Bangalore,Chandigarh,205,171,3,5,8.77,68.0,Punjab Kings,field,0,57,0
Rajasthan Royals,Mumbai Indians,Ahmedabad,180,130,4,2,6.72,75.0,Mumbai Indians,field,0,55,0
Royal Challengers Bangalore,Lucknow Super Giants,Jaipur,214,163,14,5,9.23,21.86,Royal Challengers Bangalore,bat,0,62,0
Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata,158,150,20,9,9.0,2.4,Royal Challengers Bangalore,bat,0,47,1
Rajasthan Royals,Gujarat Titans,Lucknow,222,148,15,10,8.46,29.6,Gujarat Titans,field,0,31,0
Gujarat Titans,Royal Challengers Bangalore,Lucknow,224,109,62,7,11.28,11.13,Gujarat Titans,bat,0,39,1
Sunrisers Hyderabad,Delhi Capitals,Chandigarh,160,77,57,6,7.33,8.74,Delhi Capitals,field,0,56,1
Lucknow Super Giants,Mumbai Indians,Bangalore,174,71,71,9,8.69,8.7,Mumbai Indians,bat,0,32,1
Punjab Kings,Lucknow Super Giants,Ahmedabad,217,135,36,2,9.64,13.67,Lucknow Super Giants,bat,0,50,1
Gujarat Titans,Royal Challengers Bangalore,Bangalore,187,179,17,6,10.43,2.82,Royal Challengers Bangalore,bat,0,49,1
Mumbai Indians,Gujarat Titans,Bangalore,151,44,77,6,6.14,8.34,Gujarat Titans,bat,0,44,1
Royal Challengers Bangalore,Rajasthan Royals,Kolkata,154,91,56,4,8.53,6.75,Rajasthan Royals,field,0,45,1
Mumbai Indians,Sunrisers Hyderabad,Kolkata,162,92,53,3,8.24,7.92,Sunrisers Hyderabad,bat,0,39,1
Sunrisers Hyderabad,Gujarat Titans,Chennai,164,86,33,8,5.93,14.18,Sunrisers Hyderabad,bat,0,45,1
Royal Challengers Bangalore,Rajasthan Royals,Lucknow,152,60,60,9,6.0,9.2,Royal Challengers Bangalore,bat,0,28,1
Mumbai Indians,Chennai Super Kings,Lucknow,191,139,32,8,9.48,9.75,Chennai Super Kings,bat,0,60,1
Lucknow Super Giants,Delhi Capitals,Lucknow,169,154,28,10,10.04,3.21,Lucknow Super Giants,field,0,50,1
Gujarat Titans,Sunrisers Hyderabad,Hyderabad,228,149,45,4,11.92,10.53,Sunrisers Hyderabad,bat,0,34,1
Delhi Capitals,Sunrisers Hyderabad,Chandigarh,178,95,45,4,7.6,11.07,Delhi Capitals,bat,0,60,1
Royal Challengers Bangalore,Punjab Kings,Delhi,207,57,83,10,9.24,10.84,Punjab Kings,field,0,37,1
Kolkata Knight Riders,Rajasthan Royals,Lucknow,161,135,19,5,8.02,8.21,Kolkata Knight Riders,field,0,50,1
Rajasthan Royals,Lucknow Super Giants,Delhi,148,96,34,3,6.7,9.18,Rajasthan Royals,field,0,32,1
Gujarat Titans,Lucknow Super Giants,Chennai,219,122,42,6,9.38,13.86,Lucknow Super Giants,bat,0,48,1
Punjab Kings,Mumbai Indians,Hyderabad,158,141,17,4,8.21,6.0,Mumbai Indians,bat,0,42,1
Royal Challengers Bangalore,Mumbai Indians,Mumbai,158,100,36,10,7.14,9.67,Mumbai Indians,field,0,29,1
Lucknow Super Giants,Delhi Capitals,Kolkata,186,88,70,7,10.56,8.4,Lucknow Super Giants,field,0,45,1
Lucknow Super Giants,Rajasthan Royals,Kolkata,220,85,75,6,11.33,10.8,Lucknow Super Giants,field,0,52,1
Gujarat Titans,Punjab Kings,Chandigarh,210,121,43,2,9.43,12.42,Punjab Kings,field,0,49,1
Chennai Super Kings,Mumbai Indians,Delhi,203,73,78,6,10.43,10.0,Mumbai Indians,bat,0,63,1
Kolkata Knight Riders,Rajasthan Royals,Mumbai,180,117,30,4,7.8,12.6,Kolkata Knight Riders,field,0,43,1
Punjab Kings,Lucknow Super Giants,Hyderabad,229,123,61,4,12.51,10.43,Punjab Kings,bat,0,60,1
Delhi Capitals,Royal Challengers Bangalore,Hyderabad,175,55,74,10,7.17,9.73,Royal Challengers Bangalore,field,0,55,1
Rajasthan Royals,Chennai Super Kings,Delhi,207,86,52,7,7.59,13.96,Rajasthan Royals,bat,0,29,1
Rajasthan Royals,Gujarat Titans,Hyderabad,183,64,70,6,7.68,10.2,Rajasthan Royals,field,0,32,1
Gujarat Titans,Punjab Kings,Ahmedabad,189,122,31,1,8.22,12.97,Punjab Kings,bat,0,30,0
Royal Challengers Bangalore,Mumbai Indians,Delhi,141,120,4,9,6.21,31.5,Mumbai Indians,field,0,59,0
Gujarat Titans,Rajasthan Royals,Bangalore,226,130,50,3,11.14,11.52,Gujarat Titans,field,0,60,0
Gujarat Titans,Chennai Super Kings,Mumbai,216,120,35,2,8.47,16.46,Gujarat Titans,bat,0,54,0
Rajasthan Royals,Punjab Kings,Ahmedabad,194,131,24,10,8.19,15.75,Punjab Kings,bat,0,32,1
Lucknow Super Giants,Gujarat Titans,Bangalore,223,108,49,5,9.13,14.08,Gujarat Titans,field,0,52,0
Royal Challengers Bangalore,Delhi Capitals,Lucknow,144,109,26,3,6.96,8.08,Delhi Capitals,field,0,54,0
Gujarat Titans,Lucknow Super Giants,Ahmedabad,223,170,36,9,12.14,8.83,Lucknow Super Giants,field,0,56,1
Punjab Kings,Chennai Super Kings,Jaipur,172,92,38,5,6.73,12.63,Chennai Super Kings,bat,0,38,1
Delhi Capitals,Sunrisers Hyderabad,Mumbai,162,63,68,9,7.27,8.74,Sunrisers Hyderabad,field,0,26,1
Lucknow Super Giants,Kolkata Knight Riders,Mumbai,212,118,46,8,9.57,12.26,Kolkata Knight Riders,bat,0,47,1
Gujarat Titans,Delhi Capitals,Bangalore,165,88,38,4,6.44,12.16,Gujarat Titans,bat,0,46,0
Lucknow Super Giants,Mumbai Indians,Kolkata,154,133,4,6,6.88,31.5,Lucknow Super Giants,field,0,36,0
Rajasthan Royals,Delhi Capitals,Bangalore,188,63,80,9,9.45,9.38,Delhi Capitals,bat,0,54,1
Delhi Capitals,Gujarat Titans,Lucknow,227,111,44,5,8.76,15.82,Gujarat Titans,bat,0,31,1
Royal Challengers Bangalore,Gujarat Titans,Kolkata,153,33,83,6,5.35,8.67,Gujarat Titans,field,0,33,1
Gujarat Titans,Delhi Capitals,Jaipur,141,68,71,5,8.33,6.17,Gujarat Titans,field,0,34,1
Gujarat Titans,Rajasthan Royals,Ahmedabad,164,93,41,5,7.06,10.39,Rajasthan Royals,field,0,55,1
Lucknow Super Giants,Punjab Kings,Kolkata,153,45,78,6,6.43,8.31,Lucknow Super Giants,field,0,45,1
Gujarat Titans,Sunrisers Hyderabad,Kolkata,180,116,18,6,6.82,21.33,Sunrisers Hyderabad,field,0,45,0
Kolkata Knight Riders,Punjab Kings,Jaipur,207,53,78,7,7.57,11.85,Punjab Kings,field,0,36,1
Gujarat Titans,Sunrisers Hyderabad,Hyderabad,171,49,80,7,7.35,9.15,Gujarat Titans,field,0,38,1
Delhi Capitals,Rajasthan Royals,Bangalore,159,102,52,7,9.0,6.58,Rajasthan Royals,bat,0,56,1
Sunrisers Hyderabad,Mumbai Indians,Jaipur,182,98,36,4,7.0,14.0,Mumbai Indians,field,0,29,0
Punjab Kings,Kolkata Knight Riders,Kolkata,173,95,50,9,8.14,9.36,Kolkata Knight Riders,field,0,55,1
Royal Challengers Bangalore,Mumbai Indians,Lucknow,195,74,65,4,8.07,11.17,Royal Challengers Bangalore,bat,0,59,0
Chennai Super Kings,Gujarat Titans,Kolkata,212,136,23,8,8.41,19.83,Chennai Super Kings,bat,0,40,1
Mumbai Indians,Delhi Capitals,Jaipur,143,112,35,3,7.91,5.31,Delhi Capitals,bat,0,63,1
Royal Challengers Bangalore,Chennai Super Kings,Ahmedabad,191,69,75,7,9.2,9.76,Royal Challengers Bangalore,field,0,63,1
Punjab Kings,Lucknow Super Giants,Kolkata,189,58,79,7,8.49,9.95,Lucknow Super Giants,field,0,58,1
Sunrisers Hyderabad,Chennai Super Kings,Chennai,146,102,45,5,8.16,5.87,Sunrisers Hyderabad,bat,0,61,1
Royal Challengers Bangalore,Delhi Capitals,Bangalore,225,194,6,4,10.21,31.0,Royal Challengers Bangalore,field,0,51,0
Punjab Kings,Royal Challengers Bangalore,Hyderabad,160,42,89,8,8.13,7.96,Punjab Kings,bat,1,42,1
Sunrisers Hyderabad,Mumbai Indians,Jaipur,197,62,74,6,8.09,10.95,Mumbai Indians,field,0,45,1
Gujarat Titans,Lucknow Super Giants,Chandigarh,229,77,69,6,9.06,13.22,Gujarat Titans,field,0,61,1
Sunrisers Hyderabad,Kolkata Knight Riders,Chennai,184,38,87,10,6.91,10.07,Kolkata Knight Riders,bat,1,35,1
Punjab Kings,Sunrisers Hyderabad,Bangalore,202,95,47,4,7.81,13.66,Punjab Kings,field,0,28,1
Sunrisers Hyderabad,Kolkata Knight Riders,Bangalore,191,76,69,9,8.94,10.0,Kolkata Knight Riders,field,0,53,1
Gujarat Titans,Rajasthan Royals,Chennai,191,182,15,1,10.4,3.6,Rajasthan Royals,bat,0,37,1
Royal Challengers Bangalore,Lucknow Super Giants,Chandigarh,203,194,22,2,11.88,2.45,Lucknow Super Giants,bat,0,26,1
Chennai Super Kings,Sunrisers Hyderabad,Delhi,199,68,84,10,11.33,9.36,Chennai Super Kings,field,0,64,1
Sunrisers Hyderabad,Rajasthan Royals,Hyderabad,160,140,18,4,8.24,6.67,Sunrisers Hyderabad,field,0,46,1
Rajasthan Royals,Kolkata Knight Riders,Mumbai,211,64,71,10,7.84,12.42,Rajasthan Royals,field,0,48,1
Sunrisers Hyderabad,Royal Challengers Bangalore,Delhi,184,63,77,7,8.79,9.43,Royal Challengers Bangalore,bat,0,61,1
Sunrisers Hyderabad,Rajasthan Royals,Lucknow,147,44,87,10,8.0,7.1,Sunrisers Hyderabad,bat,1,25,1
Royal Challengers Bangalore,Punjab Kings,Bangalore,190,67,84,10,11.17,8.79,Punjab Kings,field,0,45,1
Delhi Capitals,Gujarat Titans,Chandigarh,197,100,50,7,8.57,11.64,Delhi Capitals,bat,0,39,1
Lucknow Super Giants,Mumbai Indians,Ahmedabad,222,127,33,8,8.76,17.27,Mumbai Indians,field,0,29,1
Mumbai Indians,Lucknow Super Giants,Mumbai,144,87,33,3,6.0,10.36,Mumbai Indians,bat,0,62,0
Royal Challengers Bangalore,Rajasthan Royals,Ahmedabad,220,121,65,10,13.2,9.14,Rajasthan Royals,bat,0,39,1
Kolkata Knight Riders,Punjab Kings,Chennai,189,49,89,7,9.48,9.44,Punjab Kings,bat,1,38,1
Punjab Kings,Royal Challengers Bangalore,Ahmedabad,180,122,7,4,6.48,49.71,Royal Challengers Bangalore,field,0,34,0
Lucknow Super Giants,Chennai Super Kings,Ahmedabad,160,64,80,8,9.6,7.2,Chennai Super Kings,field,0,37,1
Chennai Super Kings,Delhi Capitals,Hyderabad,192,134,11,9,7.38,31.64,Chennai Super Kings,bat,0,39,0
Lucknow Super Giants,Mumbai Indians,Mumbai,156,107,9,4,5.78,32.67,Mumbai Indians,field,0,64,0
Mumbai Indians,Gujarat Titans,Mumbai,198,100,42,2,7.69,14.0,Mumbai Indians,field,0,54,0
Chennai Super Kings,Sunrisers Hyderabad,Delhi,223,86,80,8,12.9,10.28,Chennai Super Kings,bat,0,45,1
Delhi Capitals,Rajasthan Royals,Delhi,171,92,63,4,9.68,7.52,Rajasthan Royals,field,0,42,1
Delhi Capitals,Mumbai Indians,Ahmedabad,160,151,25,6,9.54,2.16,Delhi Capitals,field,0,64,1
Mumbai Indians,Royal Challengers Bangalore,Ahmedabad,146,47,75,8,6.27,7.92,Royal Challengers Bangalore,bat,0,46,1
Kolkata Knight Riders,Chennai Super Kings,Mumbai,228,159,9,9,8.59,46.0,Chennai Super Kings,field,0,45,0
Gujarat Titans,Delhi Capitals,Ahmedabad,218,55,83,9,8.92,11.78,Delhi Capitals,bat,0,47,1
Kolkata Knight Riders,Punjab Kings,Jaipur,227,110,60,5,11.0,11.7,Kolkata Knight Riders,field,0,57,1
Kolkata Knight Riders,Mumbai Indians,Mumbai,195,133,37,5,9.61,10.05,Mumbai Indians,bat,0,53,1
Kolkata Knight Riders,Lucknow Super Giants,Chennai,169,161,14,2,9.11,3.43,Kolkata Knight Riders,bat,0,32,1
Punjab Kings,Chennai Super Kings,Kolkata,197,53,90,10,10.6,9.6,Punjab Kings,field,1,27,1
Punjab Kings,Kolkata Knight Riders,Ahmedabad,204,82,66,8,9.11,11.09,Punjab Kings,bat,0,58,1
Royal Challengers Bangalore,Gujarat Titans,Hyderabad,228,149,42,4,11.46,11.29,Royal Challengers Bangalore,field,0,26,1
Lucknow Super Giants,Rajasthan Royals,Kolkata,180,91,58,10,8.81,9.21,Rajasthan Royals,bat,0,46,1
Gujarat Titans,Kolkata Knight Riders,Delhi,229,138,17,10,8.04,32.12,Kolkata Knight Riders,field,0,58,0
Chennai Super Kings,Gujarat Titans,Lucknow,192,106,59,8,10.43,8.75,Chennai Super Kings,field,0,55,1
Gujarat Titans,Punjab Kings,Mumbai,209,141,14,6,7.98,29.14,Punjab Kings,field,0,28,0
Gujarat Titans,Rajasthan Royals,Delhi,159,129,23,5,7.98,7.83,Rajasthan Royals,bat,0,61,1
Sunrisers Hyderabad,Delhi Capitals,Bangalore,224,39,90,8,7.8,12.33,Delhi Capitals,bat,1,39,1
Kolkata Knight Riders,Sunrisers Hyderabad,Bangalore,185,84,59,10,8.26,10.27,Sunrisers Hyderabad,bat,0,41,1
Gujarat Titans,Delhi Capitals,Delhi,210,92,48,8,7.67,14.75,Gujarat Titans,field,0,40,1
Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata,197,93,42,7,7.15,14.86,Sunrisers Hyderabad,bat,0,48,1
